artist_id,artist_name,album_id,album_name,genres,followers,popularity,link_image,url,album_type,total_tracks,release_date,release_date_precision,track_id,name,preview,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
00AFbqxvdDK6T1D6MQZ9c1,GLAY,0rWkjySGI1Ttr4MS7xTQNA,rare collectives vol.4,classic j-pop,590825,56,https://i.scdn.co/image/ab6761610000e5ebc200887e058b56ca63e60ead,https://open.spotify.com/artist/00AFbqxvdDK6T1D6MQZ9c1,album,21,2011-03-09,day,0GJWRUwzZgxUqUXoY9ayyw,chronos,https://p.scdn.co/mp3-preview/2ada797f8cb0192df98f4f670f57d194351d339f?cid=d636b62692f94f7ab8495b4d490e26cc,0.424,0.328,0,-17.04,1,0.0273,0.499,0.959,0.108,0.156,170.0,4
00AFbqxvdDK6T1D6MQZ9c1,GLAY,0rWkjySGI1Ttr4MS7xTQNA,rare collectives vol.4,j-pop,590825,56,https://i.scdn.co/image/ab6761610000e5ebc200887e058b56ca63e60ead,https://open.spotify.com/artist/00AFbqxvdDK6T1D6MQZ9c1,album,21,2011-03-09,day,0GJWRUwzZgxUqUXoY9ayyw,chronos,https://p.scdn.co/mp3-preview/2ada797f8cb0192df98f4f670f57d194351d339f?cid=d636b62692f94f7ab8495b4d490e26cc,0.424,0.328,0,-17.04,1,0.0273,0.499,0.959,0.108,0.156,170.0,4
00PLVqZ4oaOmbI4lacLUBO,Stiftelsen,6vYiIkw80Btuehht8d0C8n,Allting låter som Slipknot,classic swedish pop,237999,53,https://i.scdn.co/image/ab6761610000e5eb9fd5de5ba2ae6769e75dc318,https://open.spotify.com/artist/00PLVqZ4oaOmbI4lacLUBO,album,10,2017-01-20,day,0LuyGeGq6Kk26Xpvc7tq2M,Vi har livet kvar,,0.597,0.848,7,-6.421,1,0.0266,0.0206,0.0,0.0789,0.265,134.991,4
00FQb4jTyendYWaN8pK0wa,Lana Del Rey,3Sn5DDHo0l6lxSYVo8CqdK,Paradise,art pop,40266213,92,https://i.scdn.co/image/ab6761610000e5ebb99cacf8acd5378206767261,https://open.spotify.com/artist/00FQb4jTyendYWaN8pK0wa,album,8,2012-11-09,day,0e53YdXW9rJSxAI07UpO1s,Bel Air,,0.346,0.42,2,-11.506,0,0.0298,0.864,0.0875,0.901,0.303,83.56,4
00FQb4jTyendYWaN8pK0wa,Lana Del Rey,3Sn5DDHo0l6lxSYVo8CqdK,Paradise,pop,40266213,92,https://i.scdn.co/image/ab6761610000e5ebb99cacf8acd5378206767261,https://open.spotify.com/artist/00FQb4jTyendYWaN8pK0wa,album,8,2012-11-09,day,0e53YdXW9rJSxAI07UpO1s,Bel Air,,0.346,0.42,2,-11.506,0,0.0298,0.864,0.0875,0.901,0.303,83.56,4
00AFbqxvdDK6T1D6MQZ9c1,GLAY,0OqIpK1QAv6XBvqME8XKAX,THE FRUSTRATED,classic j-pop,590825,56,https://i.scdn.co/image/ab6761610000e5ebc200887e058b56ca63e60ead,https://open.spotify.com/artist/00AFbqxvdDK6T1D6MQZ9c1,album,14,2004-03-24,day,0u4FyzeQRea24z5fivuB0e,あの夏から一番遠い場所,https://p.scdn.co/mp3-preview/dfe88c9c5d5bad4c0e0b3a959cfe3702d28bf562?cid=d636b62692f94f7ab8495b4d490e26cc,0.561,0.662,4,-6.468,1,0.027,0.0687,0.0,0.0921,0.401,123.948,4
00AFbqxvdDK6T1D6MQZ9c1,GLAY,0OqIpK1QAv6XBvqME8XKAX,THE FRUSTRATED,j-pop,590825,56,https://i.scdn.co/image/ab6761610000e5ebc200887e058b56ca63e60ead,https://open.spotify.com/artist/00AFbqxvdDK6T1D6MQZ9c1,album,14,2004-03-24,day,0u4FyzeQRea24z5fivuB0e,あの夏から一番遠い場所,https://p.scdn.co/mp3-preview/dfe88c9c5d5bad4c0e0b3a959cfe3702d28bf562?cid=d636b62692f94f7ab8495b4d490e26cc,0.561,0.662,4,-6.468,1,0.027,0.0687,0.0,0.0921,0.401,123.948,4
00PLVqZ4oaOmbI4lacLUBO,Stiftelsen,3l62qQLJuzJS0EFNRX81Di,Kom som du är,classic swedish pop,237999,53,https://i.scdn.co/image/ab6761610000e5eb9fd5de5ba2ae6769e75dc318,https://open.spotify.com/artist/00PLVqZ4oaOmbI4lacLUBO,album,11,2015-03-25,day,1JweoZDhmocmRwUj17qJEa,"Jag lovar (svårmod, jalusi & kärlek, Vol. 1)",https://p.scdn.co/mp3-preview/17cc74aca0f9b6add9b46d992d971de1230a9a2c?cid=05e2ff0a21954615b11878a9eb038e7f,0.695,0.819,2,-4.738,1,0.0282,0.0193,7.04E-5,0.33,0.664,114.996,4
00PLVqZ4oaOmbI4lacLUBO,Stiftelsen,6vYiIkw80Btuehht8d0C8n,Allting låter som Slipknot,classic swedish pop,237999,53,https://i.scdn.co/image/ab6761610000e5eb9fd5de5ba2ae6769e75dc318,https://open.spotify.com/artist/00PLVqZ4oaOmbI4lacLUBO,album,10,2017-01-20,day,1Pf8BN0hnTOlO7fpIVmYgW,Faller,,0.566,0.882,9,-5.953,1,0.0374,0.014,2.01E-6,0.115,0.439,100.003,4
00AFbqxvdDK6T1D6MQZ9c1,GLAY,0rWkjySGI1Ttr4MS7xTQNA,rare collectives vol.4,classic j-pop,590825,56,https://i.scdn.co/image/ab6761610000e5ebc200887e058b56ca63e60ead,https://open.spotify.com/artist/00AFbqxvdDK6T1D6MQZ9c1,album,21,2011-03-09,day,1Yx35CT1dxNGBVvCAcRtR8,春までは,https://p.scdn.co/mp3-preview/4cf0016265785927fef09ba1de93084b4d5c0ff0?cid=d636b62692f94f7ab8495b4d490e26cc,0.522,0.776,7,-7.297,0,0.0277,0.307,0.00255,0.363,0.799,82.137,4
